algorithm,batch,build,candidates,count,dataset,distcomps,epsilon,indexsize,k-nn,largeepsilon,parameters,qps,queriessize,rel
pynndescent,False,4371.599551677704,10.0,10,sift-128-euclidean,0.0,0.98346,4619720.0,0.9385300000000001,1.0,"PyNNDescent(n_neighbors=80, n_trees=4, leaf_size=20, queue_size=1.50)",787.7192908651318,5864.678005950927,1.0021073338268065
pynndescent,False,132.7178509235382,10.0,10,sift-128-euclidean,0.0,0.36876000000000003,1222980.0,0.3197,0.86032,"PyNNDescent(n_neighbors=5, n_trees=4, leaf_size=20, queue_size=1.50)",937.3307510409394,1304.7475489754677,1.0764869103380237
pynndescent,False,301.59905433654785,10.0,10,sift-128-euclidean,0.0,0.54399,1437388.0,0.47119,0.96417,"PyNNDescent(n_neighbors=10, n_trees=4, leaf_size=20, queue_size=1.00)",873.0964302165806,1646.3107055006983,1.0454065449408285
pynndescent,False,1635.5329239368439,10.0,10,sift-128-euclidean,0.0,0.99079,2750388.0,0.95418,1.0,"PyNNDescent(n_neighbors=40, n_trees=4, leaf_size=20, queue_size=4.00)",698.4527329228903,3937.8298206238746,1.00144814926851
pynndescent,False,727.2224833965302,10.0,10,sift-128-euclidean,0.0,0.74351,1756372.0,0.65042,0.99559,"PyNNDescent(n_neighbors=20, n_trees=4, leaf_size=20, queue_size=1.00)",749.7077576062698,2342.742198117161,1.0217171647865635
pynndescent,False,1619.139123916626,10.0,10,sift-128-euclidean,0.0,0.9412800000000001,3331348.0,0.86495,1.0,"PyNNDescent(n_neighbors=40, n_trees=8, leaf_size=20, queue_size=1.50)",695.1176792521633,4792.494996795368,1.0054047836124989
pynndescent,False,4520.7440984249115,10.0,10,sift-128-euclidean,0.0,0.98436,5131732.0,0.9406100000000001,1.0,"PyNNDescent(n_neighbors=80, n_trees=8, leaf_size=20, queue_size=1.50)",652.8532983551358,7860.467294764997,1.0020334557176718
pynndescent,False,1619.139123916626,10.0,10,sift-128-euclidean,0.0,0.99149,3331348.0,0.9569699999999999,1.0,"PyNNDescent(n_neighbors=40, n_trees=8, leaf_size=20, queue_size=4.00)",502.0125245560168,6635.985831122971,1.0013317430587965
pynndescent,False,311.84873938560486,10.0,10,sift-128-euclidean,0.0,0.62093,1888096.0,0.53919,0.99139,"PyNNDescent(n_neighbors=10, n_trees=8, leaf_size=20, queue_size=1.00)",896.1389742866709,2106.9232051902773,1.0335805873835726
pynndescent,False,4371.599551677704,10.0,10,sift-128-euclidean,0.0,0.9997999999999999,4619720.0,0.99637,1.0,"PyNNDescent(n_neighbors=80, n_trees=4, leaf_size=20, queue_size=8.00)",360.1146455300472,12828.470203427314,1.0000882886910896
pynndescent,False,4371.599551677704,10.0,10,sift-128-euclidean,0.0,0.99088,4619720.0,0.95773,1.0,"PyNNDescent(n_neighbors=80, n_trees=4, leaf_size=20, queue_size=2.00)",722.9555784442338,6390.046826862335,1.0013809223352341
pynndescent,False,1635.5329239368439,10.0,10,sift-128-euclidean,0.0,0.9336399999999999,2750388.0,0.8549300000000001,0.9999800000000001,"PyNNDescent(n_neighbors=40, n_trees=4, leaf_size=20, queue_size=1.50)",778.6569883066041,3532.2202732443807,1.006054597456246
pynndescent,False,1619.139123916626,10.0,10,sift-128-euclidean,0.0,0.89818,3331348.0,0.80969,0.99999,"PyNNDescent(n_neighbors=40, n_trees=8, leaf_size=20, queue_size=1.00)",732.595660294897,4547.321504278374,1.0085412027227796
pynndescent,False,4520.7440984249115,10.0,10,sift-128-euclidean,0.0,0.9661,5131732.0,0.9050100000000001,1.0,"PyNNDescent(n_neighbors=80, n_trees=8, leaf_size=20, queue_size=1.00)",732.3881961409256,7006.846952258302,1.003582087668663
pynndescent,False,311.84873938560486,10.0,10,sift-128-euclidean,0.0,0.6825300000000001,1888096.0,0.5942700000000001,0.99617,"PyNNDescent(n_neighbors=10, n_trees=8, leaf_size=20, queue_size=1.50)",877.3705958571279,2151.993705870056,1.0273546362973769
pynndescent,False,1619.139123916626,10.0,10,sift-128-euclidean,0.0,0.96333,3331348.0,0.899,1.0,"PyNNDescent(n_neighbors=40, n_trees=8, leaf_size=20, queue_size=2.00)",642.4779260722648,5185.155574707318,1.0037591111930184
pynndescent,False,681.8215970993042,10.0,10,sift-128-euclidean,0.0,0.84261,2197464.0,0.7474999999999999,0.9997299999999999,"PyNNDescent(n_neighbors=20, n_trees=8, leaf_size=20, queue_size=1.50)",730.3549964536643,3008.7615073081975,1.012825937259697
pynndescent,False,150.80257105827332,10.0,10,sift-128-euclidean,0.0,0.47396000000000005,1648920.0,0.41045,0.95518,"PyNNDescent(n_neighbors=5, n_trees=8, leaf_size=20, queue_size=1.00)",892.6225264400572,1847.2758093795776,1.0534001722069606
pynndescent,False,727.2224833965302,10.0,10,sift-128-euclidean,0.0,0.8181800000000001,1756372.0,0.72238,0.9991,"PyNNDescent(n_neighbors=20, n_trees=4, leaf_size=20, queue_size=1.50)",729.4442500289653,2407.822119278145,1.0151682841744922
pynndescent,False,727.2224833965302,10.0,10,sift-128-euclidean,0.0,0.94711,1756372.0,0.8731899999999999,1.0,"PyNNDescent(n_neighbors=20, n_trees=4, leaf_size=20, queue_size=4.00)",594.0334696744808,2956.688620529175,1.00525878599832
pynndescent,False,150.80257105827332,10.0,10,sift-128-euclidean,0.0,0.7186,1648920.0,0.62618,0.99878,"PyNNDescent(n_neighbors=5, n_trees=8, leaf_size=20, queue_size=8.00)",679.9534267282348,2425.0484447650906,1.0246155561074393
pynndescent,False,1635.5329239368439,10.0,10,sift-128-euclidean,0.0,0.95913,2750388.0,0.89212,1.0,"PyNNDescent(n_neighbors=40, n_trees=4, leaf_size=20, queue_size=2.00)",721.0619602967774,3814.3573665541653,1.0041649969921491
pynndescent,False,311.84873938560486,10.0,10,sift-128-euclidean,0.0,0.83245,1888096.0,0.73684,0.99969,"PyNNDescent(n_neighbors=10, n_trees=8, leaf_size=20, queue_size=4.00)",666.8441715135629,2831.390121794891,1.0142513078989128
pynndescent,False,132.7178509235382,10.0,10,sift-128-euclidean,0.0,0.48609,1222980.0,0.41931,0.9538399999999999,"PyNNDescent(n_neighbors=5, n_trees=4, leaf_size=20, queue_size=4.00)",847.2257992058794,1443.5112825250624,1.054593617097146
pynndescent,False,132.7178509235382,10.0,10,sift-128-euclidean,0.0,0.39996,1222980.0,0.34568,0.89125,"PyNNDescent(n_neighbors=5, n_trees=4, leaf_size=20, queue_size=2.00)",934.8656083212611,1308.188031642437,1.0701652559905055
pynndescent,False,150.80257105827332,10.0,10,sift-128-euclidean,0.0,0.54514,1648920.0,0.47115,0.97963,"PyNNDescent(n_neighbors=5, n_trees=8, leaf_size=20, queue_size=2.00)",847.0426389625309,1946.6788614320753,1.0435546944757075
pynndescent,False,1635.5329239368439,10.0,10,sift-128-euclidean,0.0,0.88386,2750388.0,0.7945599999999999,0.9997400000000001,"PyNNDescent(n_neighbors=40, n_trees=4, leaf_size=20, queue_size=1.00)",835.6797182979215,3291.1986970341686,1.0097924985032798
pynndescent,False,132.7178509235382,10.0,10,sift-128-euclidean,0.0,0.58827,1222980.0,0.5074,0.9859600000000001,"PyNNDescent(n_neighbors=5, n_trees=4, leaf_size=20, queue_size=8.00)",725.5083604540323,1685.686983999252,1.0402651450758895
pynndescent,False,727.2224833965302,10.0,10,sift-128-euclidean,0.0,0.86394,1756372.0,0.77112,0.9997199999999999,"PyNNDescent(n_neighbors=20, n_trees=4, leaf_size=20, queue_size=2.00)",706.5406094621604,2485.875512997055,1.011482464406211
pynndescent,False,4520.7440984249115,10.0,10,sift-128-euclidean,0.0,0.99179,5131732.0,0.96015,1.0,"PyNNDescent(n_neighbors=80, n_trees=8, leaf_size=20, queue_size=2.00)",736.7762378814451,6965.116050370979,1.0012763150745085
pynndescent,False,681.8215970993042,10.0,10,sift-128-euclidean,0.0,0.8832599999999999,2197464.0,0.79131,0.99993,"PyNNDescent(n_neighbors=20, n_trees=8, leaf_size=20, queue_size=2.00)",728.4136649321524,3016.7803073884966,1.009809280829343
pynndescent,False,4371.599551677704,10.0,10,sift-128-euclidean,0.0,0.96448,4619720.0,0.90209,1.0,"PyNNDescent(n_neighbors=80, n_trees=4, leaf_size=20, queue_size=1.00)",732.4813728940308,6306.945365378379,1.0037203761336548
pynndescent,False,311.84873938560486,10.0,10,sift-128-euclidean,0.0,0.9171400000000001,1888096.0,0.8324,0.99992,"PyNNDescent(n_neighbors=10, n_trees=8, leaf_size=20, queue_size=8.00)",567.8538926040563,3324.9679619903563,1.0077840039024724
pynndescent,False,311.84873938560486,10.0,10,sift-128-euclidean,0.0,0.7275699999999999,1888096.0,0.63503,0.9980399999999999,"PyNNDescent(n_neighbors=10, n_trees=8, leaf_size=20, queue_size=2.00)",782.2967111339835,2413.5292570297242,1.0230803114964113
pynndescent,False,150.80257105827332,10.0,10,sift-128-euclidean,0.0,0.62681,1648920.0,0.54296,0.99358,"PyNNDescent(n_neighbors=5, n_trees=8, leaf_size=20, queue_size=4.00)",789.7505119072715,2087.899881214142,1.0339188661685743
pynndescent,False,681.8215970993042,10.0,10,sift-128-euclidean,0.0,0.9531599999999999,2197464.0,0.88163,1.0,"PyNNDescent(n_neighbors=20, n_trees=8, leaf_size=20, queue_size=4.00)",624.5899471060991,3518.2506701900484,1.0047090263993579
pynndescent,False,132.7178509235382,10.0,10,sift-128-euclidean,0.0,0.33248,1222980.0,0.28875,0.8146599999999999,"PyNNDescent(n_neighbors=5, n_trees=4, leaf_size=20, queue_size=1.00)",929.9053190431538,1315.1661518168448,1.0850139069355549
kgraph,False,645.3543274402618,10.0,10,sift-128-euclidean,0.0,0.8758900000000001,2414804.0,0.81555,0.9103999999999999,KGraph(euclidean),3400.6156176181926,710.1078956084252,1.1093609858861808
kgraph,False,645.3543274402618,10.0,10,sift-128-euclidean,0.0,0.9991199999999999,2414804.0,0.9908899999999999,1.0,KGraph(euclidean),1257.3651631310056,1920.5272030814172,1.0002749484885016
kgraph,False,645.3543274402618,10.0,10,sift-128-euclidean,0.0,0.99969,2414804.0,0.9955399999999999,1.0,KGraph(euclidean),912.5788263333233,2646.131961775303,1.0001345581163639
kgraph,False,645.3543274402618,10.0,10,sift-128-euclidean,0.0,0.87167,2414804.0,0.80758,0.9119999999999999,KGraph(euclidean),3614.813282657221,668.0300782299041,1.1070129147383794
kgraph,False,645.3543274402618,10.0,10,sift-128-euclidean,0.0,0.9976800000000001,2414804.0,0.98131,1.0,KGraph(euclidean),1702.7362945752495,1418.1902433708192,1.0005730112590803
kgraph,False,645.3543274402618,10.0,10,sift-128-euclidean,0.0,0.9998400000000001,2414804.0,0.99706,1.0,KGraph(euclidean),788.3430371377576,3063.1386163661,1.0000910840037815
kgraph,False,645.3543274402618,10.0,10,sift-128-euclidean,0.0,0.9852700000000001,2414804.0,0.94486,0.9984999999999999,KGraph(euclidean),2771.6772037614633,871.2428693799018,1.0032477430528624
kgraph,False,645.3543274402618,10.0,10,sift-128-euclidean,0.0,0.9983599999999999,2414804.0,0.98701,0.9997,KGraph(euclidean),1469.2963319822554,1643.5105345578195,1.0006623860474513
kgraph,False,645.3543274402618,10.0,10,sift-128-euclidean,0.0,0.9712500000000001,2414804.0,0.91457,0.9987999999999999,KGraph(euclidean),3434.2482067506667,703.1536029496192,1.0041213342122357
kgraph,False,645.3543274402618,10.0,10,sift-128-euclidean,0.0,0.97522,2414804.0,0.92127,0.99916,KGraph(euclidean),3218.005283621594,750.4039885485649,1.0034936854845278
kgraph,False,645.3543274402618,10.0,10,sift-128-euclidean,0.0,0.9994,2414804.0,0.9931300000000001,1.0,KGraph(euclidean),1139.679841106343,2118.8441814113617,1.0002058345017935
kgraph,False,645.3543274402618,10.0,10,sift-128-euclidean,0.0,0.99969,2414804.0,0.9964000000000001,0.9999,KGraph(euclidean),851.7796395799523,2835.010239492035,1.0001873597614213
kgraph,False,645.3543274402618,10.0,10,sift-128-euclidean,0.0,0.9936999999999999,2414804.0,0.96889,0.9987999999999999,KGraph(euclidean),1759.0806269892023,1372.7648198440552,1.002065823569328
kgraph,False,645.3543274402618,10.0,10,sift-128-euclidean,0.0,0.9579700000000001,2414804.0,0.89828,0.99041,KGraph(euclidean),3477.7691388021008,694.3543126706123,1.013821534359158
kgraph,False,645.3543274402618,10.0,10,sift-128-euclidean,0.0,0.9995100000000001,2414804.0,0.9944000000000001,0.9999,KGraph(euclidean),1020.942431953484,2365.2695043534277,1.0002342717548223
flann,False,659.0026979446411,100.0,100,sift-128-euclidean,0.0,0.146599,765616.0,0.13180999999999998,0.326987,FLANN(target_precision=0.500000),3018.440152390674,253.646241550827,1.2373962018581304
flann,False,632.2864620685577,100.0,100,sift-128-euclidean,0.0,0.30255,1017192.0,0.268163,0.7407290000000001,FLANN(target_precision=0.800000),2103.6187343512693,483.5438967098236,1.0934844640960446
flann,False,556.4308543205261,100.0,100,sift-128-euclidean,0.0,0.114963,577188.0,0.102989,0.27138100000000004,FLANN(target_precision=0.200000),4074.6277022931768,141.65416871709823,1.26639322982153
flann,False,607.8062922954559,100.0,100,sift-128-euclidean,0.0,0.169343,765832.0,0.151896,0.386104,FLANN(target_precision=0.700000),4168.611181841836,183.71394370765688,1.1842422925905318
flann,False,886.3822240829468,100.0,100,sift-128-euclidean,0.0,0.642838,812244.0,0.556362,0.999089,FLANN(target_precision=0.900000),711.3264782078694,1141.8722975790024,1.0288111587703874
flann,False,897.8555822372437,100.0,100,sift-128-euclidean,0.0,0.7737609999999999,825104.0,0.669298,0.999733,FLANN(target_precision=0.950000),521.8472162003876,1581.1217812133787,1.0176939392099622
flann,False,1038.200313091278,100.0,100,sift-128-euclidean,0.0,0.8467870000000001,833420.0,0.735724,0.999964,FLANN(target_precision=0.970000),393.7646322621308,2116.5435687103272,1.012575536679847
faiss-ivf,False,1.6872215270996094,100.0,100,sift-128-euclidean,353186.4114,1.0,687836.0,0.998912,1.0,"FaissIVF(n_list=32, n_probe=10)",47.61714483369338,14445.133205745982,1.0000410350765399
faiss-ivf,False,2.6728484630584717,100.0,100,sift-128-euclidean,42403.1812,0.9695180000000001,707252.0,0.8850979999999999,1.0,"FaissIVF(n_list=128, n_probe=5)",359.5918864460608,1966.818570324135,1.0053501122212287
faiss-ivf,False,2.075025796890259,100.0,100,sift-128-euclidean,18252.5618,0.663654,696120.0,0.572568,0.991367,"FaissIVF(n_list=64, n_probe=1)",761.9736091383407,913.5749475460053,1.0340700837372274
faiss-ivf,False,2.6728484630584717,100.0,100,sift-128-euclidean,8752.0704,0.575863,707252.0,0.491537,0.981862,"FaissIVF(n_list=128, n_probe=1)",1476.9389043393608,478.86340993661884,1.0432921608100578
faiss-ivf,False,2.075025796890259,100.0,100,sift-128-euclidean,723680.8332,1.0,696120.0,1.0,1.0,"FaissIVF(n_list=64, n_probe=50)",22.423568876196917,31044.121649116514,1.0
faiss-ivf,False,2.6728484630584717,100.0,100,sift-128-euclidean,1000128.0,1.0,707252.0,1.0,1.0,"FaissIVF(n_list=128, n_probe=200)",16.857660005064062,41954.34003221922,1.0
faiss-ivf,False,1.6872215270996094,100.0,100,sift-128-euclidean,179397.4853,0.99845,687836.0,0.9764019999999999,1.0,"FaissIVF(n_list=32, n_probe=5)",95.81331899944482,7178.918413253022,1.0010039148003835
faiss-ivf,False,296.11254358291626,100.0,100,sift-128-euclidean,4375.0161,0.222117,703316.0,0.193878,0.595184,"FaissIVF(n_list=4096, n_probe=1)",2722.6953379331476,258.31608487415315,1.1282549912764361
faiss-ivf,False,9.566419839859009,100.0,100,sift-128-euclidean,387977.6871,1.0,710800.0,0.999993,1.0,"FaissIVF(n_list=512, n_probe=200)",41.26376956623589,17225.765059080124,1.0000002669082388
faiss-ivf,False,550.2619860172272,100.0,100,sift-128-euclidean,9630.308,0.6574500000000001,713528.0,0.565013,0.9999859999999999,"FaissIVF(n_list=8192, n_probe=10)",1194.1195610821196,597.5348057722092,1.0291065838816538
faiss-ivf,False,6.381027936935425,100.0,100,sift-128-euclidean,21485.7127,0.9218000000000001,693356.0,0.8146559999999999,1.0,"FaissIVF(n_list=256, n_probe=5)",709.5166642033867,977.2229955704689,1.009361148077613
faiss-ivf,False,1.6872215270996094,100.0,100,sift-128-euclidean,1000032.0,1.0,687836.0,1.0,1.0,"FaissIVF(n_list=32, n_probe=200)",17.869149864713904,38492.93364304171,1.0
faiss-ivf,False,550.2619860172272,100.0,100,sift-128-euclidean,15193.2448,0.9677500000000001,713528.0,0.86491,1.0,"FaissIVF(n_list=8192, n_probe=50)",898.6932053776097,793.961716557312,1.0054475599133317
faiss-ivf,False,1.6872215270996094,100.0,100,sift-128-euclidean,1000032.0,1.0,687836.0,1.0,1.0,"FaissIVF(n_list=32, n_probe=100)",16.544001217007487,41576.15748316641,1.0
faiss-ivf,False,2.6728484630584717,100.0,100,sift-128-euclidean,735171.0667,1.0,707252.0,1.0,1.0,"FaissIVF(n_list=128, n_probe=100)",21.290945089740003,33218.44084510936,1.0
faiss-ivf,False,296.11254358291626,100.0,100,sift-128-euclidean,56091.2224,1.0,703316.0,0.993566,1.0,"FaissIVF(n_list=4096, n_probe=200)",285.6506547787399,2462.154342144871,1.0001812743219904
faiss-ivf,False,75.69517827033997,100.0,100,sift-128-euclidean,2597.2373,0.281246,707928.0,0.242975,0.748078,"FaissIVF(n_list=2048, n_probe=1)",4003.086562620047,176.84553879261017,1.0999832404802945
faiss-ivf,False,9.566419839859009,100.0,100,sift-128-euclidean,199328.7197,1.0,710800.0,0.999675,1.0,"FaissIVF(n_list=512, n_probe=100)",85.46321178602157,8317.02887295723,1.0000105645567068
faiss-ivf,False,550.2619860172272,100.0,100,sift-128-euclidean,21923.7226,0.997512,713528.0,0.941358,1.0,"FaissIVF(n_list=8192, n_probe=100)",627.9033560004887,1136.3659601135253,1.0019997747983855
faiss-ivf,False,23.895252227783203,100.0,100,sift-128-euclidean,2117.1851,0.339831,705804.0,0.291416,0.8517279999999999,"FaissIVF(n_list=1024, n_probe=1)",4448.19684506348,158.67193485002517,1.0823540375926397
faiss-ivf,False,296.11254358291626,100.0,100,sift-128-euclidean,5495.5404,0.575289,703316.0,0.494076,0.9987820000000001,"FaissIVF(n_list=4096, n_probe=5)",2611.2691068289014,269.33876641082765,1.0385499410094814
faiss-ivf,False,23.895252227783203,100.0,100,sift-128-euclidean,11773.7277,0.916713,705804.0,0.802338,1.0,"FaissIVF(n_list=1024, n_probe=10)",1183.1145848894553,596.5643641067505,1.0095376521734052
faiss-ivf,False,296.11254358291626,100.0,100,sift-128-euclidean,6885.569,0.753138,703316.0,0.646138,1.0,"FaissIVF(n_list=4096, n_probe=10)",2141.0671062563583,328.48853636808394,1.0209090178636178
faiss-ivf,False,1.6872215270996094,100.0,100,sift-128-euclidean,37343.2828,0.744094,687836.0,0.649556,0.995162,"FaissIVF(n_list=32, n_probe=1)",435.511971334549,1579.373347401333,1.0261739631911253
faiss-ivf,False,2.075025796890259,100.0,100,sift-128-euclidean,1000064.0,1.0,696120.0,1.0,1.0,"FaissIVF(n_list=64, n_probe=100)",17.48512581164884,39812.12417334938,1.0
faiss-ivf,False,23.895252227783203,100.0,100,sift-128-euclidean,52776.5196,0.999959,705804.0,0.981881,1.0,"FaissIVF(n_list=1024, n_probe=50)",294.42246606584786,2397.249127864265,1.000590424855829
faiss-ivf,False,75.69517827033997,100.0,100,sift-128-euclidean,7508.03,0.842571,707928.0,0.726553,1.0,"FaissIVF(n_list=2048, n_probe=10)",1750.6935169806006,404.37003572216037,1.014513072100268
faiss-ivf,False,23.895252227783203,100.0,100,sift-128-euclidean,102311.4182,1.0,705804.0,0.997331,1.0,"FaissIVF(n_list=1024, n_probe=100)",155.3456420387077,4543.442550027466,1.0000777160759724
faiss-ivf,False,75.69517827033997,100.0,100,sift-128-euclidean,53899.8291,1.0,707928.0,0.9891209999999999,1.0,"FaissIVF(n_list=2048, n_probe=100)",295.255637194713,2397.6781839838027,1.0003279694258649
faiss-ivf,False,6.381027936935425,100.0,100,sift-128-euclidean,389534.4528,1.0,693356.0,0.999996,1.0,"FaissIVF(n_list=256, n_probe=100)",42.76430818284076,16213.4272589077,1.0000002208513878
faiss-ivf,False,9.566419839859009,100.0,100,sift-128-euclidean,2685.5067,0.41180900000000004,710800.0,0.35105600000000003,0.9252290000000001,"FaissIVF(n_list=512, n_probe=1)",3350.4400548748563,212.1512363624573,1.0666823176827922
faiss-ivf,False,6.381027936935425,100.0,100,sift-128-euclidean,42125.0846,0.9912040000000001,693356.0,0.92656,1.0,"FaissIVF(n_list=256, n_probe=10)",380.9599828182607,1820.0231816231726,1.0030077778832187
faiss-ivf,False,2.075025796890259,100.0,100,sift-128-euclidean,1000064.0,1.0,696120.0,1.0,1.0,"FaissIVF(n_list=64, n_probe=200)",18.524365306585402,37578.61543318463,1.0
faiss-ivf,False,9.566419839859009,100.0,100,sift-128-euclidean,101847.7447,1.0,710800.0,0.994839,1.0,"FaissIVF(n_list=512, n_probe=50)",164.4468841599151,4322.368305311204,1.0001600612846533
faiss-ivf,False,296.11254358291626,100.0,100,sift-128-euclidean,30653.4849,0.9997889999999999,703316.0,0.971002,1.0,"FaissIVF(n_list=4096, n_probe=100)",511.5588304656404,1374.848713607025,1.0009346928180558
faiss-ivf,False,296.11254358291626,100.0,100,sift-128-euclidean,17625.927,0.9919450000000001,703316.0,0.9171320000000001,1.0,"FaissIVF(n_list=4096, n_probe=50)",854.2309431916088,823.3323852355958,1.0030805435694266
faiss-ivf,False,75.69517827033997,100.0,100,sift-128-euclidean,103421.2765,1.0,707928.0,0.998556,1.0,"FaissIVF(n_list=2048, n_probe=200)",145.99443319089406,4849.006804761887,1.0000387213215998
faiss-ivf,False,6.381027936935425,100.0,100,sift-128-euclidean,740115.1734,1.0,693356.0,1.0,1.0,"FaissIVF(n_list=256, n_probe=200)",22.447989119048366,30887.22095876503,1.0
faiss-ivf,False,550.2619860172272,100.0,100,sift-128-euclidean,35011.7538,0.999969,713528.0,0.981382,1.0,"FaissIVF(n_list=8192, n_probe=200)",405.8145625531111,1758.2612006601335,1.0005571547352783
faiss-ivf,False,6.381027936935425,100.0,100,sift-128-euclidean,4572.7532,0.49009199999999997,693356.0,0.41662999999999994,0.96367,"FaissIVF(n_list=256, n_probe=1)",2172.453811250962,319.15799378986355,1.0542234851783667
faiss-ivf,False,2.075025796890259,100.0,100,sift-128-euclidean,170717.4263,0.9999809999999999,696120.0,0.9909739999999999,1.0,"FaissIVF(n_list=64, n_probe=10)",91.2670724864428,7627.28529616642,1.0003297848773922
faiss-ivf,False,2.075025796890259,100.0,100,sift-128-euclidean,86962.6012,0.992055,696120.0,0.94012,1.0,"FaissIVF(n_list=64, n_probe=5)",168.25746770622453,4137.230932391167,1.002625991808966
faiss-ivf,False,9.566419839859009,100.0,100,sift-128-euclidean,11176.487,0.851029,710800.0,0.7365309999999999,1.0,"FaissIVF(n_list=512, n_probe=5)",1218.8070557014023,583.1932106685639,1.0144955795477584
faiss-ivf,False,1.6872215270996094,100.0,100,sift-128-euclidean,1000032.0,1.0,687836.0,1.0,1.0,"FaissIVF(n_list=32, n_probe=50)",15.797149460862745,43541.77959157161,1.0
faiss-ivf,False,550.2619860172272,100.0,100,sift-128-euclidean,8336.0621,0.17677800000000002,713528.0,0.15576,0.446215,"FaissIVF(n_list=8192, n_probe=1)",1614.515140506142,441.9456851772308,1.2017242226488751
faiss-ivf,False,23.895252227783203,100.0,100,sift-128-euclidean,199196.5528,1.0,705804.0,0.9998779999999999,1.0,"FaissIVF(n_list=1024, n_probe=200)",80.67249006740508,8749.004764948653,1.0000031422743147
faiss-ivf,False,2.6728484630584717,100.0,100,sift-128-euclidean,83454.7231,0.9989190000000001,707252.0,0.968105,1.0,"FaissIVF(n_list=128, n_probe=10)",191.30061783158138,3697.0711752883917,1.0012290710011071
faiss-ivf,False,9.566419839859009,100.0,100,sift-128-euclidean,21565.56,0.9662869999999999,710800.0,0.8697029999999999,1.0,"FaissIVF(n_list=512, n_probe=10)",717.8422943931373,990.189635734558,1.0057724330135551
faiss-ivf,False,2.6728484630584717,100.0,100,sift-128-euclidean,392351.9054,1.0,707252.0,0.999988,1.0,"FaissIVF(n_list=128, n_probe=50)",42.06922698288899,16811.62338180504,1.0000003154534698
faiss-ivf,False,550.2619860172272,100.0,100,sift-128-euclidean,8913.7281,0.48551900000000003,713528.0,0.41964100000000004,0.9869450000000001,"FaissIVF(n_list=8192, n_probe=5)",1528.4319483114054,466.83661695785526,1.0509267642704747
faiss-ivf,False,6.381027936935425,100.0,100,sift-128-euclidean,200134.3118,1.0,693356.0,0.9993070000000001,1.0,"FaissIVF(n_list=256, n_probe=50)",83.42790529034056,8310.840330786516,1.0000204118393063
faiss-ivf,False,75.69517827033997,100.0,100,sift-128-euclidean,4798.2723,0.672071,707928.0,0.574849,0.9998980000000001,"FaissIVF(n_list=2048, n_probe=5)",2550.6278747974516,277.55048354759214,1.028585056276651
faiss-ivf,False,23.895252227783203,100.0,100,sift-128-euclidean,6464.4837,0.766023,705804.0,0.657081,1.0,"FaissIVF(n_list=1024, n_probe=5)",2015.2130349560787,350.2379092220307,1.020693518424611
faiss-ivf,False,75.69517827033997,100.0,100,sift-128-euclidean,28501.2112,0.999002,707928.0,0.9562860000000001,1.0,"FaissIVF(n_list=2048, n_probe=50)",540.0166324397671,1310.9373998382569,1.0015044392415802
annoy,False,294.55937933921814,100.0,100,sift-128-euclidean,0.0,0.9999790000000001,2041444.0,0.9995489999999999,1.0,"Annoy(n_trees=100, search_k=400000)",25.673025136804462,79517.08024752473,1.0000131553117277
annoy,False,1066.3454093933105,100.0,100,sift-128-euclidean,0.0,0.9999790000000001,5768924.0,0.99929,1.0,"Annoy(n_trees=400, search_k=400000)",26.706541401545987,216011.64723134268,1.0000193131716053
annoy,False,530.4669363498688,100.0,100,sift-128-euclidean,0.0,0.7609739999999999,3427620.0,0.650591,0.999936,"Annoy(n_trees=200, search_k=2000)",1011.8295140180942,3387.546965682506,1.0185660501070724
annoy,False,294.55937933921814,100.0,100,sift-128-euclidean,0.0,0.9999790000000001,2041444.0,0.9983710000000001,1.0,"Annoy(n_trees=100, search_k=200000)",45.83945105122281,44534.65199046145,1.0000428326093491
annoy,False,1066.3454093933105,100.0,100,sift-128-euclidean,0.0,0.6138629999999999,5768924.0,0.529425,0.999579,"Annoy(n_trees=400, search_k=1000)",826.5973032177847,6979.122696798896,1.031126376826384
annoy,False,294.55937933921814,100.0,100,sift-128-euclidean,0.0,0.88664,2041444.0,0.762274,0.999953,"Annoy(n_trees=100, search_k=4000)",854.6228484890818,2388.707490806198,1.0105542578892097
annoy,False,530.4669363498688,100.0,100,sift-128-euclidean,0.0,0.999786,3427620.0,0.97566,1.0,"Annoy(n_trees=200, search_k=40000)",175.84318715038842,19492.481088099004,1.000678357075726
annoy,False,530.4669363498688,100.0,100,sift-128-euclidean,0.0,0.9999790000000001,3427620.0,0.99944,1.0,"Annoy(n_trees=200, search_k=400000)",24.61740613574614,139235.62787644242,1.0000154042309217
annoy,False,1066.3454093933105,100.0,100,sift-128-euclidean,0.0,0.9999790000000001,5768924.0,0.997569,1.0,"Annoy(n_trees=400, search_k=200000)",47.74754579835141,120821.3721468211,1.0000615408331155
annoy,False,1066.3454093933105,100.0,100,sift-128-euclidean,0.0,0.9020569999999999,5768924.0,0.776286,0.999954,"Annoy(n_trees=400, search_k=4000)",538.6615851384048,10709.737169242764,1.009440676314223
annoy,False,294.55937933921814,100.0,100,sift-128-euclidean,0.0,0.271996,2041444.0,0.24086400000000002,0.677194,"Annoy(n_trees=100, search_k=200)",2820.2716167161534,723.8465926118851,1.1046166973199127
